ID;Наименование;Описание;Фото;Производитель;Артикул;"Диаметр, мм";"Длина режущей части ножа, мм";"Общая длина, мм";"Диаметр хвостовика, мм";"Градус резки, °";"Количество зубьев, шт.";"Обрабатываемый материал";"Частота вращения, об/мин";Стоимость;Наличие
6767;"D=38.4x25.4x70 S=8 Набор фрез для сращивания ""Угол""ARDEN 336821/337821";;https://tooldirect.ru/upload/iblock/e69/e69738747700f926c54674d958c5d6f5.jpg;ARDEN;336821/337821;38.5;27.4;70;8;90;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";18000;6790.00;"от 20";"Фрезы для сращивания V образные"
5091;"D=10x10x45 S=8 ARDEN арт.209830 Фреза для обработки фасадов (МДФ, пластик, ЛДСП, дерево) радиусного типа (псевдофилёнка ) R5=5 Z=2";;https://tooldirect.ru/upload/iblock/431/431b00071ccf10ad868050088ca6aa5d.png;ARDEN;209830;10;10;45;8;;;;;1540.00;"ожидается поступление";"Фрезы радиусные псевдофилёнка"
5001;"Фреза обгонная (верхний подшипник) Z=2 D=19.05x38.1x81 S=12 ARDEN 152235B";;https://tooldirect.ru/upload/iblock/9d8/9d8f285ca6a66c5aeb788aff94f2569a.png;ARDEN;152235B;19.05;38.1;83;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";;2720.00;"ожидается поступление";"Фрезы кромочные (обгонные)";"Фрезы обгонные с верхним подшипником"
6613;"Фреза обгонная (верхний подшипник) Z=2 D=22x20x65 S=8 ARDEN 152827B";;https://tooldirect.ru/upload/iblock/c69/c69319781143322d455ee2d7a3876d56.jpg;ARDEN;152827B;22;20;65;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1780.00;"до 2";"Фрезы кромочные (обгонные)";"Фрезы обгонные с верхним подшипником"
7074;"Фреза обгонная (верхний подшипник) Z2 D=12x19x55 S=8 ARDEN 152802B";;https://tooldirect.ru/upload/iblock/f48/f4854198b5f90907b685caa8fc6e2b56.png;ARDEN;152802B;12;19;55;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1580.00;"до 2";"Фрезы кромочные (обгонные)";"Фрезы обгонные с верхним подшипником"
7073;"Фреза обгонная (верхний подшипник) Z2 D=12x25x63 S=8 ARDEN 152803B";;https://tooldirect.ru/upload/iblock/def/def09c2c38dc114522f58c4fbaa2a9c0.png;ARDEN;152803B;12;25;61;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1640.00;"ожидается поступление";"Фрезы кромочные (обгонные)";"Фрезы обгонные с верхним подшипником"
7320;"Фреза обгонная (верхний подшипник) наклонное лезвие Z2 D=19.05x32x78 S=12 ARDEN 152201C";;https://tooldirect.ru/upload/iblock/294/294b3f82e48135ec905e0f47371a97f9.jpg;ARDEN;152201C;19.05;32;78;12;5;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2480.00;"от 20";"Фрезы кромочные (обгонные)";"Фрезы обгонные верх. подш. наклонное лезвие"
7323;"Фреза обгонная (верхний подшипник) наклонное лезвие Z2 D=19.05x38x94 S=12 ARDEN 152202C";;https://tooldirect.ru/upload/iblock/a15/a1524131bd1c0a8fc183afc7d9ab8ec2.jpg;ARDEN;152202C;19.05;38;94;12;5;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2600.00;"от 20";"Фрезы кромочные (обгонные)";"Фрезы обгонные верх. подш. наклонное лезвие"
7329;"Фреза обгонная (нижн. подш.) Z=2 D=9.525x25.4x69 S=8 MP ARDEN 151810M";;https://tooldirect.ru/upload/iblock/ed5/ed5e6b45ba51dae4258139c44d487d44.png;ARDEN;151810M;9.52;25.4;69;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1220.00;"от 20";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7055;"Фреза обгонная (нижний подшипник)  Z2 D=12.7x12.7x57 S=8 ARDEN 151811";;https://tooldirect.ru/upload/iblock/fbb/fbb6cc8275dc2c9a0e74f6ab751f68cc.png;ARDEN;151811;12.7;12.7;57;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1070.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7066;"Фреза обгонная (нижний подшипник)  Z2 D=12.7x12.7x68 S=12 ARDEN 151211";;https://tooldirect.ru/upload/iblock/406/4062c03abc4cb5bebb56c9d743c8dc6c.png;ARDEN;151211;12.7;12.7;68;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1070.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7058;"Фреза обгонная (нижний подшипник)  Z2 D=12.7x25.4x81 S=12 ARDEN 151221";;https://tooldirect.ru/upload/iblock/16f/16f267cb56af73b17753d10bf5593722.png;ARDEN;151221;12.7;25.4;81;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1440.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7056;"Фреза обгонная (нижний подшипник)  Z2 D=6.35x19x64 S=8 ARDEN 151806";;https://tooldirect.ru/upload/iblock/0e8/0e8f18e6e6da1c75e6399bbb5f2717bb.png;ARDEN;151806;6.35;19;64;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1060.00;"до 2";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7057;"Фреза обгонная (нижний подшипник)  Z2 D=6.35x19x76 S=12 ARDEN 151206";;https://tooldirect.ru/upload/iblock/361/361292f46f7e3d43dee93534bf2248c4.png;ARDEN;151206;6.35;19;76;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1060.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7061;"Фреза обгонная (нижний подшипник)  Z2 D=9.53x12.7x68 S=12 ARDEN 151209";;https://tooldirect.ru/upload/iblock/800/8009ace1a80168c78d3d5888f5be99b8.png;ARDEN;151209;9.52;12.7;68;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1060.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7068;"Фреза обгонная (нижний подшипник)  Z2 D=9.53x25.4x81 S=12 ARDEN 151210";;https://tooldirect.ru/upload/iblock/a67/a67897ff2bce9dc45b61dffc99896da9.png;ARDEN;151210;9.52;25.4;81;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1080.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7063;"Фреза обгонная (нижний подшипник)  Z3 D=12.7x12.7x68 S=12 ARDEN 150211";;https://tooldirect.ru/upload/iblock/801/8018dbd14c9b50720ff193fa04f2d964.png;ARDEN;150211;12.7;12.7;68;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1720.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником Z3"
7062;"Фреза обгонная (нижний подшипник)  Z3 D=12.7x25.4x81 S=12 ARDEN 150221";;https://tooldirect.ru/upload/iblock/ab6/ab6b7bfc959969b8df3b5f649af7e887.png;ARDEN;150221;12.7;25.4;81;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1830.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником Z3"
7065;"Фреза обгонная (нижний подшипник)  Z3 D=12.7x38.1x94 S=12 ARDEN 150251";;https://tooldirect.ru/upload/iblock/1e5/1e54ae003e763a4cbd25193152903973.png;ARDEN;150251;12.7;38.1;94;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2070.00;"ожидается поступление";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником Z3"
7069;"Фреза обгонная (нижний подшипник) наклонное лезвие Z2 D=12.7x25.4x69 S=8 ARDEN 151821A";;https://tooldirect.ru/upload/iblock/77c/77c6e19af57efd635f0978731a8d3a79.png;ARDEN;151821A;12.7;25.4;69;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1060.00;"от 3 до 5";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
7064;"Фреза обгонная (нижний подшипник) наклонное лезвие Z2 D=12.7x25.4x81 S=12 ARDEN 151221A";;https://tooldirect.ru/upload/iblock/b71/b71051809da3df251cd6b1a0849f689b.png;ARDEN;151221A;12.7;25.4;81;12;3;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1610.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные наклонное лезвие"
7060;"Фреза обгонная (нижний подшипник) наклонное лезвие Z2 D=19.05x38.1x92 S=12 ARDEN 151287A";;https://tooldirect.ru/upload/iblock/ded/ded3e114a53e0df4ae5ebf6ab788de64.png;ARDEN;151287A;19.5;38.1;92;12;3;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2300.00;"от 3 до 5";"Фрезы кромочные (обгонные)";"Фрезы обгонные наклонное лезвие"
7059;"Фреза обгонная (нижний подшипник) наклонное лезвие Z2 D=19.05x50.8x105 S=12 ARDEN 151289A";;https://tooldirect.ru/upload/iblock/bd6/bd601b6a8af1443f146f7f5968a5229b.png;ARDEN;151289A;19.05;50.8;105;12;3;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2980.00;"от 20";"Фрезы кромочные (обгонные)";"Фрезы обгонные наклонное лезвие"
6609;"Фреза обгонная кромочная (ниж. подш.) Z=2  D=12.7x31.8x88 S=12 арт. 151241 ARDEN";;https://tooldirect.ru/upload/iblock/b42/b42efe6747370668ea3d9ac669ab60ec.jpg;ARDEN;151241;12.7;31.8;88;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1490.00;"до 2";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
6612;"Фреза обгонная кромочная (ниж. подш.) Z=2  D=22x25.4x71 S=12 арт.151281 ARDEN";;https://tooldirect.ru/upload/iblock/ae4/ae4c6ada941046ea84afb1dbf8af7171.jpg;ARDEN;151281;22;25.4;71;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1740.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником"
6607;"Фреза обгонная кромочная с наклонным лезвием (ниж. подш.) Z=2  D=19.05x25.4x71 S=8 ARDEN арт. 151883A";;https://tooldirect.ru/upload/iblock/e51/e51c504de1d786378645dccc8e2b22a9.png;ARDEN;151883A;19.05;25.4;71;8;3;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1830.00;"от 3 до 5";"Фрезы кромочные (обгонные)";"Фрезы обгонные наклонное лезвие"
6608;"Фреза обгонная кромочная с наклонным лезвием (ниж. подш.) Z=2  D=19.05x25.4x79 S=12 ARDEN арт. 151283A";;https://tooldirect.ru/upload/iblock/4cc/4cc84726b5094f2d16f3c6df6bbebce8.png;ARDEN;151283A;19.05;25.4;79;12;3;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1830.00;"от 5 до 10";"Фрезы кромочные (обгонные)";"Фрезы обгонные наклонное лезвие"
6611;"Фреза обгонная кромочная усиленная (нижн. подш.) Z=3  D=12.7x50.8x112 S=12 арт.Фреза обгонная кромочная усиленная (нижн. подш.) Z=3  D=12.7x50.8x112 S=12 ARDEN 150261 ARDEN";;https://tooldirect.ru/upload/iblock/5eb/5eb25d6e545fbf6720448fedfd436d74.jpg;ARDEN;150261;12.7;50.8;112;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;2730.00;"от 3 до 5";"Фрезы кромочные (обгонные)";"Фрезы обгонные с нижним подшипником Z3"
7423;"Фреза пазовая c углом 90гр. D=22.2x15.88x56 S=12 ARDEN 200251";;https://tooldirect.ru/upload/iblock/923/923a5efcc5c1f5c4b3fad9687147bacb.png;ARDEN;200251;22.2;15.88;56;12;90;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";28000;1890.00;"от 5 до 10";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы для гипсокартона"
6771;"Фреза пазовая c углом 90гр. D=32x22x62 S=12 ARDEN 200271";;https://tooldirect.ru/upload/iblock/394/39486c48fae639f995ccd1f0a60913e2.jpg;ARDEN;200271;32;22;62;12;90;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";18000;2760.00;"ожидается поступление";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы для гипсокартона"
6610;"Фреза пазовая c углом 90гр. D=38.1x25x66.4 S=12 ARDEN арт.200281";;https://tooldirect.ru/upload/iblock/27f/27fb6836feabdf187ac0b747dcf6cd42.jpg;ARDEN;200281;38.1;25.4;66;12;90;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";18000;2950.00;"ожидается поступление";"Фрезы фасочные V образные";"Фрезы V образные";"Фрезы для гипсокартона"
7422;"Фреза пазовая c углом 90гр. D=9.5x12.7x45 S=6 ARDEN 200612";;https://tooldirect.ru/upload/iblock/a78/a783934b4deafc37953ef546d938edfc.jpg;ARDEN;200612;9.5;12.7;45;6;90;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";28000;1120.00;"от 5 до 10";"Фрезы фасочные V образные";"Фрезы V образные"
7327;"Фреза пазовая V-образная 60&ordm; D=19.05х20.64x53 S=6 ARDEN 202621";;https://tooldirect.ru/upload/iblock/d29/d29c15670dd7db034d88aea847c521f2.png;ARDEN;202621;19.05;20.64;53;6;60;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";28000;1610.00;"от 5 до 10";"Фрезы фасочные V образные";"Фрезы V образные"
7004;"Фреза пазовая компрессионная усиленная ""Х2"" Z=2 D=6x28x82 S=12 ARDEN MBX4006268";;https://tooldirect.ru/upload/iblock/c36/c36ff2607a99a5855c386bf0aa7b4930.jpg;ARDEN;MBX4006268;6;26;82;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";22000;3450.00;"от 20";"Фрезы прямые пазовые";"Фрезы пазовые монолитные двузаходные усиленные «Х2»"
7008;"Фреза пазовая компрессионная усиленная ""Х2"" Z=2 D=8x28x87 S=12 ARDEN MBX4008268";;https://tooldirect.ru/upload/iblock/5f6/5f67bdabbe8afacc33a133bfd7109dad.jpg;ARDEN;MBX4008268;8;26;87;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";22000;4600.00;"от 20";"Фрезы прямые пазовые";"Фрезы пазовые монолитные двузаходные усиленные «Х2»"
7006;"Фреза пазовая монолитная усиленная ""Х2""  Z=3 D=8x28x83 S=12 ARDEN MBX2008288";;https://tooldirect.ru/upload/iblock/e7f/e7fa4db90ee5b5fd46a55f97a5e1b6ec.jpg;ARDEN;MBX2008288;8;28;83;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";21000;3680.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы пазовые Z3 монолитные усиленные «Х2»"
7007;"Фреза пазовая монолитная усиленная ""Х2"" Z=3 D=6x28x78 S=12 ARDEN MBX2006288";;https://tooldirect.ru/upload/iblock/cc2/cc26bb0cb2717e03393892f57662e274.jpg;ARDEN;MBX2006288;6;28;78;12;;3;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";21000;2530.00;"от 10 до 20";"Фрезы прямые пазовые";"Фрезы пазовые Z3 монолитные усиленные «Х2»"
7326;"Фреза пазовая полукруг (чаша) Z=2 R=6.35 D=12.7x9.5x54 S=12  ARDEN 203210";;https://tooldirect.ru/upload/iblock/de1/de17bd2187686a5b55d00cd41f9fa5ec.jpg;ARDEN;203210;12.7;9.5;54;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1360.00;"от 5 до 10";"Фрезы галтельные";"Фрезы галтельные (чаша)"
7332;"Фреза профильная ""Двойное скругление 2"" R=4.76 D=31.75x14.29x66 S=12  ARDEN 303221";;https://tooldirect.ru/upload/iblock/d6b/d6b718aba7ea4949345e4c11c4d96b53.jpg;ARDEN;303221;31.75;14.29;66;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";18000;2210.00;"от 3 до 5";"Фрезы фигурные (профильные)";"Фрезы Двойное внутреннее скругление 2"
7005;"Фреза профильная (Ручка) Z=2 R1=9.13 R2=2.38 D=34.93x22.22x62 S=12 ARDEN 502221";;https://tooldirect.ru/upload/iblock/a8b/a8bc655a84df456011cbc19c48010133.jpg;ARDEN;502221;34.93;22.2;62;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";18000;3510.00;"от 20";"Фрезы фигурные (профильные)";"Фрезы Ручка"
6598;"Фреза профильная для фасадов горизонтальная корона Z=2 R=35 D=51.1x15.9x66 S=12 ARDEN 224251";;https://tooldirect.ru/upload/iblock/743/743d44f1fbd5ad94c76c41f208e89d43.jpg;ARDEN;224251;51.1;15.9;66;12;;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";16000;5150.00;"от 10 до 20";"Фрезы для фасадов Горизонтальный молдинг 1"
6594;"Фреза профильная для фасадов двойной угол Z=2 20гр. D=69.85x15.9x66 S=12 ARDEN 216211";;https://tooldirect.ru/upload/iblock/136/136355b9235bc1e7e65236255dcbb5c8.jpg;ARDEN;216211;69.88;15.88;66;12;;2;"МДФ,Фанера,Мягкая древесина,Твёрдая древесина,Пластик";12000;5770.00;"от 5 до 10";"Фрезы профильные &quot;Двойной угол&quot;"
7336;"Фреза профильная с полкой ""Гусёк"" D=38.1x17.5x68 S=12 ARDEN 309221A";;https://tooldirect.ru/upload/iblock/861/86165ecded938307c7b83291ed0a00a8.jpg;ARDEN;309221A;38.1;17.5;68;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";18000;2710.00;"от 5 до 10";"Фрезы фигурные (профильные)";"Фрезы фигурные Гусёк"
7002;"Фреза профильные для шпонок HOFFMANN D=28.6x44.45x84 14&deg; S=12 ARDEN 206921S12";;https://tooldirect.ru/upload/iblock/a52/a5270df4119fc7dedbefaeeb5cc83040.jpg;ARDEN;206921S12;28.6;44.45;84;12;14;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";24000;3510.00;"от 20";"Фрезы ласточкин хвост";"Фрезы профильные для шпонок HOFFMANN"
7093;"Фреза прямая пазовая Z=1 D=4x10x60 S=12 ARDEN 101221";;https://tooldirect.ru/upload/iblock/710/71068211863b3d0f4130b832d4b3425b.png;ARDEN;101221;4;10;60;12;;1;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик";28000;810.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые Z1"
7408;"Фреза прямая пазовая Z=1 D=6x12.7x61 S=12 ARDEN 101236";;https://tooldirect.ru/upload/iblock/1cd/1cd78f06f84f4c984e4c428bc6f09199.png;ARDEN;101236;6;12.7;61;12;;1;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;810.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые Z1"
7091;"Фреза прямая пазовая Z=1 D=6x19x67 S=12 ARDEN 101241";;https://tooldirect.ru/upload/iblock/e20/e20a7a67c669367b2bcd1c5c3a26cf1a.png;ARDEN;101241;6;19;67;12;;1;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик";28000;810.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые Z1"
6577;"Фреза прямая пазовая для фрезера Z=2 D=10x20x66 S=12 ARDEN 110231";;https://tooldirect.ru/upload/iblock/a87/a87002126cbdc57ca2d229c2f214b312.jpg;ARDEN;110231;10;20;66;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;970.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6585;"Фреза прямая пазовая для фрезера Z=2 D=12x20x64 S=12 ARDEN 110251";;https://tooldirect.ru/upload/iblock/e44/e4405e5b2a088cf6e5bba1acc4315ef4.jpg;ARDEN;110251;12;20;64;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1070.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6578;"Фреза прямая пазовая для фрезера Z=2 D=12x32x77 S=12 ARDEN 110255";;https://tooldirect.ru/upload/iblock/e8f/e8fdc198d85e7f9fd3b510cd8de4a1a0.jpg;ARDEN;110255;12;32;77;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1090.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6581;"Фреза прямая пазовая для фрезера Z=2 D=14x20x62 S=12 арт. 110261 ARDEN";;https://tooldirect.ru/upload/iblock/b4d/b4d2ad7cd22684944a459518e54846e7.jpg;ARDEN;110261;14;20;62;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1070.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6584;"Фреза прямая пазовая для фрезера Z=2 D=14x30x62 S=8 ARDEN 110865";;https://tooldirect.ru/upload/iblock/8fa/8fac497a8b6a291b4404c7f19e538482.jpg;ARDEN;110865;14;30;62;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1370.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6589;"Фреза прямая пазовая для фрезера Z=2 D=15x20x60 S=12 ARDEN 110267";;https://tooldirect.ru/upload/iblock/04b/04bf86c34d972df286949aba85c285a5.jpg;ARDEN;110267;15;20;60;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1180.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6583;"Фреза прямая пазовая для фрезера Z=2 D=15x30x63 S=8 арт. 110869 ARDEN";;https://tooldirect.ru/upload/iblock/6af/6af24b9fa73144aa39abb3a70bcfcc1e.jpg;ARDEN;110869;15;30;63;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1480.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6580;"Фреза прямая пазовая для фрезера Z=2 D=16x20x60 S=12 ARDEN 110271";;https://tooldirect.ru/upload/iblock/9f2/9f260342f43040ea9c6831cb5d05206b.jpg;ARDEN;110271;16;20;60;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1180.00;"от 3 до 5";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6579;"Фреза прямая пазовая для фрезера Z=2 D=16x38x78 S=12 ARDEN";;https://tooldirect.ru/upload/iblock/aab/aabfde4bc775e000c055b22719bc1b37.jpg;ARDEN;110274;16;38;78;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1410.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6582;"Фреза прямая пазовая для фрезера Z=2 D=6x19x67 S=12 ARDEN 110211";;https://tooldirect.ru/upload/iblock/470/4703d1fd9bcae6d1025abd2620ec527f.jpg;ARDEN;110211;6;19;67;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;930.00;"ожидается поступление";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
6586;"Фреза прямая пазовая для фрезера Z=2 D=8x20x67 S=12 ARDE110221";;https://tooldirect.ru/upload/iblock/130/1304792243e0755f12c63fab76e1a508.jpg;ARDEN;110221;8;20;67;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;970.00;"до 2";"Фрезы прямые пазовые";"Фрезы прямые пазовые Z2"
7033;"Фреза прямая пазовая монолитная Z=2 D=2x4x44 S=8 ARDEN 107293";;https://tooldirect.ru/upload/iblock/764/7648e74a04fe1cde7bea122d5928e97a.jpg;ARDEN;107293;2;4;44;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1080.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые монолитные Z2 стальной хвостовик"
7046;"Фреза прямая пазовая монолитная Z=2 D=2x4x55 S=12 ARDEN 107297";;https://tooldirect.ru/upload/iblock/a3c/a3cc597eb7dabdbc07c5fd42f548df42.jpg;ARDEN;107297;2;4;55;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1080.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые монолитные Z2 стальной хвостовик"
7029;"Фреза прямая пазовая монолитная Z=2 D=2x6x46 S=8 ARDEN 107303";;https://tooldirect.ru/upload/iblock/236/236376aaf345592ac1f72e19efa8a91f.jpg;ARDEN;107303;2;6;46;8;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Гипсокартон";28000;1080.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые монолитные Z2 стальной хвостовик"
7042;"Фреза прямая пазовая монолитная Z=2 D=2x6x57 S=12 ARDEN 107307";;https://tooldirect.ru/upload/iblock/550/550e0723a3d12ac7b655dd84461c1690.jpg;ARDEN;107307;2;6;57;12;;2;"МДФ,Фанера,Мягкая древесина,Ламинат,Твёрдая древесина,Пластик,Композит,Гипсокартон";28000;1080.00;"от 5 до 10";"Фрезы прямые пазовые";"Фрезы прямые монолитные Z2 стальной хвостовик"
